Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-02-16,296.21136134347955,298.69327445631734,291.55528992005253,297.33319091796875,29982100,0.62,0
2022-02-17,294.21592188675885,294.6527410604985,287.90194886109384,288.6266784667969,32461600,0.0,0
2022-02-18,290.9298465812789,291.73398401608193,284.23861844094085,285.8468933105469,34264000,0.0,0
2022-02-22,282.9381351884581,289.4308293000959,282.441752495145,285.6384582519531,41736100,0.0,0
2022-02-23,288.0806485665425,289.5896713229307,278.07358694074395,278.2423400878906,37811200,0.0,0
2022-02-24,270.53846645068694,293.02459317734366,269.5556082568976,292.4587097167969,56989700,0.0,0
2022-02-25,293.0048041137464,295.4767803442051,289.5400321545899,295.1590881347656,32546700,0.0,0
2022-02-28,292.1807574158235,296.97583085318087,290.8802372769975,296.62835693359375,34627500,0.0,0
2022-03-01,294.25565373799884,297.7998334298659,290.0364008562891,292.816162109375,31217800,0.0,0
2022-03-02,293.2231756367722,299.28898801893354,291.5752117247621,298.01824951171875,31873000,0.0,0
2022-03-03,300.69872019067805,300.93697418666596,291.9226475790536,293.7791442871094,27314500,0.0,0
2022-03-04,292.1609128209234,293.5209964539925,285.09242863077634,287.762939453125,32356500,0.0,0
2022-03-07,286.44257900878574,287.5941904254149,276.5149257241825,276.8921813964844,43157200,0.0,0
2022-03-08,275.79018320373564,281.90562097609046,268.0466261233339,273.85430908203125,48159500,0.0,0
2022-03-09,281.389420895161,287.5048592534123,278.74866135658914,286.4128112792969,35204500,0.0,0
2022-03-10,280.97242017374685,284.526536861767,278.55007045356984,283.5238342285156,30628000,0.0,0
2022-03-11,285.8766954093354,287.4154998460352,277.40840837213614,278.0437927246094,27209300,0.0,0
2022-03-14,278.311842390818,283.3352327789948,273.8245537897828,274.4400634765625,30660700,0.0,0
2022-03-15,278.3217783830236,285.7377369312884,276.7135033262328,285.07257080078125,34245100,0.0,0
2022-03-16,287.0183629723706,292.4388833548794,281.1511466771903,292.26019287109375,37826300,0.0,0
2022-03-17,291.1681680773621,293.47136074363414,287.27651443987634,293.0841979980469,30816600,0.0,0
2022-03-18,293.2330797673587,298.82235321484404,290.61219514797915,298.2564697265625,43390600,0.0,0
2022-03-21,296.7276612736503,297.96861800828174,292.766506774886,296.9956970214844,28351200,0.0,0
2022-03-22,297.63103941188854,302.7934313436787,296.6084923146325,301.8602294921875,27599700,0.0,0
2022-03-23,298.3359127102316,301.0362355626527,295.5660890149484,297.3232727050781,25715400,0.0,0
2022-03-24,296.975855491391,301.9992459779956,296.1617805943724,301.89996337890625,24484500,0.0,0
2022-03-25,303.02177564654096,303.28981138150533,297.12474710297374,301.48297119140625,22566500,0.0,0
2022-03-28,302.1282686801092,308.55146177122134,302.1282686801092,308.45220947265625,29578200,0.0,0
2022-03-29,311.63899518742966,313.53518076648106,306.8141395141959,313.1281433105469,30393400,0.0,0
2022-03-30,311.4900726514594,313.6642312387506,309.32582111606257,311.5893249511719,28163600,0.0,0
2022-03-31,311.62902217487033,312.8600717509182,305.6625233128865,306.0794677734375,33422100,0.0,0
2022-04-01,307.13180107563727,307.88631241104673,303.32952324455715,307.18145751953125,27110500,0.0,0
2022-04-04,307.846584723562,312.8302555657673,307.46932906638614,312.6912841796875,24289600,0.0,0
2022-04-05,311.003614023407,312.59204476399464,307.62821763515603,308.63092041015625,23156700,0.0,0
2022-04-06,302.9820275865309,304.77893025648217,294.5633674009403,297.33319091796875,40110400,0.0,0
2022-04-07,294.5137808160775,301.4532011166921,294.2060259724917,299.189697265625,31411200,0.0,0
2022-04-08,298.2664302496254,298.9415034301374,294.13652267393655,294.821533203125,24361900,0.0,0
2022-04-11,289.67904640166904,290.49309106551357,282.9381603440529,283.1962890625,34569300,0.0,0
2022-04-12,287.14745755375407,288.63660566906697,278.460760214429,280.0194091796875,30966700,0.0,0
2022-04-13,280.6845774324518,286.49223088813125,279.2648998596805,285.5391845703125,21907200,0.0,0
2022-04-14,286.00576286951167,286.2241724559578,277.2992217535522,277.8055114746094,28221600,0.0,0
2022-04-18,276.8921714542337,280.4164761250047,276.3262879660998,278.4905090332031,20778000,0.0,0
2022-04-19,277.35880759995274,284.0996932778772,276.3958239316778,283.2359619140625,22297700,0.0,0
2022-04-20,287.3063150099622,287.60416282287395,283.3054714605716,284.2882995605469,22906700,0.0,0
2022-04-21,286.49218707364656,291.17804034008884,278.0338379158852,278.7784118652344,29454600,0.0,0
2022-04-22,279.6421341555773,281.15115686478396,271.4021939388699,272.0474853515625,29405800,0.0,0
2022-04-25,271.31284772345464,279.07624964157594,268.81105968157755,278.6890869140625,35678900,0.0,0
2022-04-26,275.49237546175317,276.34613909189466,268.0466355844085,268.2650451660156,46518400,0.0,0
2022-04-27,280.0591280965912,288.8649524319123,277.1403953687375,281.1710205078125,63477700,0.0,0
2022-04-28,283.1267568077675,288.8748767529952,279.42373109026045,287.5346374511719,33646600,0.0,0
2022-04-29,286.52200198532796,287.7828334087833,274.49962776734634,275.5122375488281,37073900,0.0,0
2022-05-02,275.7008534102406,282.87855770763355,274.2216427522526,282.4119567871094,35151100,0.0,0
2022-05-03,281.90564579447573,282.0744292378531,278.12321216103675,279.7414245605469,25978600,0.0,0
2022-05-04,280.5455600276515,288.7755933621942,274.72796954846757,287.8821105957031,33599300,0.0,0
2022-05-05,283.47422596609266,284.2783634742719,272.3552419491839,275.3434753417969,43260400,0.0,0
2022-05-06,272.8218395369083,277.2297200520797,269.3074417646947,272.742431640625,37780300,0.0,0
2022-05-09,268.1062284775376,270.3895768382419,261.41499920237754,262.6658630371094,47726000,0.0,0
2022-05-10,269.72445176207293,271.76954619738524,263.15234922754524,267.55029296875,39336400,0.0,0
2022-05-11,263.75789980962065,269.396799916511,257.4240518155818,258.6650085449219,48975900,0.0,0
2022-05-12,255.82570706845073,257.99986562231925,248.21119860403982,253.5026397705078,51033800,0.0,0
2022-05-13,255.4881813507791,261.1370188917101,253.50265055387666,259.23089599609375,34925100,0.0,0
2022-05-16,258.0792567469785,263.8968771106669,253.9295050989067,259.6081237792969,32550900,0.0,0
2022-05-17,264.18479368701264,266.3887341505828,260.56120593164275,264.8896789550781,28828800,0.0,0
2022-05-18,261.70542123608084,262.3024738979241,251.52578115578075,252.82933044433594,31356000,0.62,0
2022-05-19,252.65020495098815,256.40166706259373,250.64015906453173,251.89395141601562,32692300,0.0,0
2022-05-20,255.97375898346388,257.2673781186334,245.22693276168187,251.31680297851562,39199300,0.0,0
2022-05-23,254.23238493105478,260.21279592187267,252.18251229302007,259.3669738769531,33175400,0.0,0
2022-05-24,256.62057620698306,260.0436152045651,252.2521709774324,258.342041015625,29043900,0.0,0
2022-05-25,256.86936844691724,263.27764080694834,255.8643302664761,261.227783203125,28547900,0.0,0
2022-05-26,260.97898897260603,265.7951608710536,260.14312743988614,264.59112548828125,25002100,0.0,0
2022-05-27,267.15844036922607,271.994502845426,266.2429556313892,271.8949890136719,26910800,0.0,0
2022-05-31,271.1885237233544,273.4174880485142,267.6062379383752,270.5317687988281,37827700,0.0,0
2022-06-01,273.84535491180026,276.32308830283796,268.71075109087633,271.07904052734375,25292200,0.0,0
2022-06-02,263.1482829934077,273.29805627472814,260.31230576503935,273.2283935546875,44008200,0.0,0
2022-06-03,268.9794379558275,272.1039963626127,267.08879648857993,268.69085693359375,28059000,0.0,0
2022-06-06,270.72079779090575,272.83035735345857,265.9046260579901,267.4270935058594,22400300,0.0,0
2022-06-07,265.32752040882997,271.785564669871,264.63095390363986,271.1586608886719,22860700,0.0,0
2022-06-08,270.37253776302174,271.6561964248129,268.28286864012813,269.0789489746094,17372300,0.0,0
2022-06-09,266.46190591316923,271.3676316974514,263.3274172243263,263.48663330078125,26439700,0.0,0
2022-06-10,259.2973101711852,259.2973101711852,251.28694756013027,251.74468994140625,31422800,0.0,0
2022-06-13,243.90348224537252,247.79423948255544,240.34110245317822,241.0675048828125,46135800,0.0,0
2022-06-14,242.65962578998423,244.5303765494561,240.3211873406444,243.28652954101562,28651500,0.0,0
2022-06-15,247.08772193454504,254.04331997971963,245.20702583596884,250.52073669433594,33111700,0.0,0
2022-06-16,244.7691830631139,246.2020972322088,241.82376187880027,243.76416015625,33169200,0.0,0
2022-06-17,243.4954932636315,249.26694656004105,242.82879307291765,246.43096923828125,43084800,0.0,0
2022-06-21,249.02811631192665,253.49602023079416,248.2818081071255,252.49099731445312,29928300,0.0,0
2022-06-22,250.65010097122885,255.90412477123104,249.13757873814217,251.88400268554688,25939900,0.0,0
2022-06-23,254.312001320698,258.09328422921294,252.38154825773285,257.5857849121094,25861400,0.0,0
2022-06-24,260.52127188406837,266.6609142228809,260.43171854145044,266.3822937011719,33923200,0.0,0
2022-06-27,266.8897551653595,266.97930850546845,261.9840298750074,263.58612060546875,24615100,0.0,0
2022-06-28,262.68059604562563,265.59616612840506,255.05829797784207,255.21751403808594,27295500,0.0,0
2022-06-29,256.32204173360503,260.68048658909925,254.5010478581407,258.9789123535156,20069800,0.0,0
2022-06-30,255.78469893832946,258.25250245370097,251.65513274569028,255.56578063964844,31730900,0.0,0
2022-07-01,255.12794614796542,258.49128273896895,253.35669415020678,258.3022155761719,22837700,0.0,0
2022-07-05,254.89908079300633,261.68551729008726,253.4860724278544,261.55615234375,22941000,0.0,0
2022-07-06,262.45171479539147,266.6708340663959,261.1083539732041,264.89959716796875,23824400,0.0,0
2022-07-07,263.8149735282048,267.7355817770138,263.7154596928188,267.0788269042969,20859900,0.0,0
2022-07-08,263.4866004706693,266.78030482557557,261.99398410316405,266.34246826171875,19658800,0.0,0
2022-07-11,264.3423499316991,265.21802305053484,260.8894295551831,263.2079772949219,19455200,0.0,0
2022-07-12,264.5712295096949,264.6309317345829,250.79934438363634,252.42132568359375,35868500,0.0,0
2022-07-13,248.95846806130913,252.3019294165809,246.88870482388575,251.47601318359375,29497400,0.0,0
2022-07-14,249.33661336848868,253.88411032106976,244.72939900277933,252.82933044433594,25102800,0.0,0
2022-07-15,254.4612365204127,259.0883411311724,253.5159158689722,255.45631408691406,29774100,0.0,0
2022-07-18,258.47140079824624,259.55603171381716,252.05315345904867,252.99847412109375,20975000,0.0,0
2022-07-19,256.31208886830956,258.44156962513813,252.4312920894763,258.25250244140625,25012600,0.0,0
2022-07-20,258.6206747383861,263.5662118654889,257.6355575840531,260.97900390625,22788300,0.0,0
2022-07-21,258.5112167311757,263.5861185356778,255.76479285329867,263.5363464355469,22404700,0.0,0
2022-07-22,263.934383398009,264.0239367414858,257.79477136767616,259.0783996582031,21881300,0.0,0
2022-07-25,259.7152398423787,260.2127786160231,255.54586248985007,257.555908203125,21056000,0.0,0
2022-07-26,258.5808431457244,258.60076413226255,248.34151679980096,250.6600341796875,39348000,0.0,0
2022-07-27,259.8744699214426,268.720694003313,257.5758430925195,267.4171447753906,45994000,0.0,0
2022-07-28,268.42218738086405,276.4723616641626,266.55143660076675,275.0494079589844,33459300,0.0,0
2022-07-29,276.33307903212045,280.61190083406456,275.2683386450446,279.35809326171875,32152800,0.0,0
2022-08-01,276.45247334901126,279.89543343217946,274.48220871724254,276.64154052734375,21539600,0.0,0
2022-08-02,274.64140836142974,276.5221195384971,271.03923242937947,273.46722412109375,22754200,0.0,0
2022-08-03,275.3976749667225,282.10448799732325,275.24838903897574,281.0795593261719,23518900,0.0,0
2022-08-04,280.4128540384497,282.4030092278421,278.7909030676758,282.2537536621094,18098700,0.0,0
2022-08-05,277.7758936913175,282.25374269343655,277.30820602529076,281.51739501953125,16774600,0.0,0
2022-08-08,282.6517749744476,284.5125955610673,277.94507744745783,278.9401550292969,18739200,0.0,0
2022-08-09,278.2635206408229,281.6865597206678,276.2434839165987,280.910400390625,23405200,0.0,0
2022-08-10,286.75151622569444,288.3834276467207,285.5275598844067,287.73663330078125,24687800,0.0,0
2022-08-11,289.41831123565464,289.7765245770073,285.0996783165472,285.6071472167969,20065900,0.0,0
2022-08-12,287.0600050380318,290.4731140136719,285.52757698815617,290.4731140136719,22619700,0.0,0
2022-08-15,289.56760854475544,292.73194831903663,288.68197482201373,292.02545166015625,18085700,0.0,0
2022-08-16,290.5527079296252,292.5926352947949,288.9904591272263,291.2691650390625,18102900,0.0,0
2022-08-17,288.92576583170774,292.5256368706083,288.65653553844305,290.5013427734375,18253400,0.62,0
2022-08-18,289.3744860615188,291.08965358996124,288.26758965244085,289.35455322265625,17186200,0.0,0
2022-08-19,288.08812766797695,288.4371501849878,284.7575173816175,285.3458557128906,20570000,0.0,0
2022-08-22,281.287270113742,281.666207086248,276.4409425562796,276.9694519042969,25061100,0.0,0
2022-08-23,275.66314697265625,278.0763292138014,274.62606107394527,275.66314697265625,17527400,0.0,0
2022-08-24,274.63604713684816,276.4509398808924,274.336871937031,275.0149841308594,18137000,0.0,0
2022-08-25,276.55062779322236,278.23588095289534,273.7485269510762,278.0663757324219,16583400,0.0,0
2022-08-26,278.2957150118611,279.5521838936085,267.2269326163783,267.33660888671875,27549300,0.0,0
2022-08-29,265.1029024371754,266.64853438460597,263.10852292729527,264.4846496582031,20338500,0.0,0
2022-08-30,265.9206017652353,266.29950830429345,259.9274816804267,262.2309875488281,22767100,0.0,0
2022-08-31,264.6441960920291,266.35933320686496,260.59557780564444,260.7351989746094,24791800,0.0,0
2022-09-01,258.1425137429407,260.1568565769592,254.69224562152854,259.668212890625,23263400,0.0,0
2022-09-02,260.96457319679956,263.9960081659574,253.75488025355793,255.3404083251953,22855400,0.0,0
2022-09-06,255.48002144187575,257.1054151418701,251.23198344652624,252.53829956054688,21328200,0.0,0
2022-09-07,253.98424271360486,258.10262630073066,252.50840604857825,257.3647155761719,24126700,0.0,0
2022-09-08,256.78634657803,259.6981236551687,254.07397397924618,257.7934875488281,20319900,0.0,0
2022-09-09,259.7679339243523,264.4846524708319,259.55853259449657,263.716796875,22084700,0.0,0
2022-09-12,265.03308457174444,266.69840480675657,264.41483180975206,265.900634765625,18747700,0.0,0
2022-09-13,258.1126012751376,259.66821491108385,250.88297530650667,251.2818603515625,33353300,0.0,0
2022-09-14,252.81751608906893,253.5155458708565,249.15783153263942,251.51119995117188,23913000,0.0,0
2022-09-15,249.06809215227153,250.69350112428185,243.3342509968968,244.6904296875,31530900,0.0,0
2022-09-16,243.57356878785257,244.61065467401227,241.37975432761874,244.05223083496094,39791800,0.0,0
2022-09-19,241.78859795160977,244.45109273674828,240.17315543871644,243.8328399658203,26826900,0.0,0
2022-09-20,241.3897397257092,242.8256802416888,238.96656062417063,241.76866149902344,26660300,0.0,0
2022-09-21,243.58354494260868,246.9640175927127,238.22862562840606,238.2784881591797,28625600,0.0,0
2022-09-22,237.20151944014657,243.1746914820149,236.90237468979407,240.3027801513672,31061200,0.0,0
2022-09-23,238.86683111013843,240.45237441051572,234.539031154733,237.2513885498047,34176000,0.0,0
2022-09-26,236.3838297772358,240.7714585258435,236.234242187408,236.78269958496094,27694200,0.0,0
2022-09-27,239.3055955349678,241.1204882108334,233.840999883434,235.74563598632812,27018700,0.0,0
2022-09-28,236.14450940574795,241.6490012526996,234.07035283710084,240.39254760742188,29029700,0.0,0
2022-09-29,238.21865844962338,239.27567714866154,233.75125263606446,236.8325653076172,27484200,0.0,0
2022-09-30,237.6203354661562,239.86401237187025,232.07596296924808,232.2454833984375,35694800,0.0,0
2022-10-03,234.74843821190314,240.9310115005364,234.00054591369974,240.06346130371094,28880400,0.0,0
2022-10-04,244.40123012682912,249.6564243257283,244.29153864661237,248.1805877685547,34888400,0.0,0
2022-10-05,245.29870902865895,249.87580627240095,243.41402103324117,248.4996795654297,20347100,0.0,0
2022-10-06,247.23324650786185,249.636477448373,245.38845460666704,246.09645080566406,20239900,0.0,0
2022-10-07,240.2230137545566,240.6418468553623,232.51474095660376,233.5817413330078,37769600,0.0,0
2022-10-10,232.39508290072817,233.9008340013529,226.09283614332807,228.6057586669922,29743600,0.0,0
2022-10-11,226.9803311695,228.41628687658542,223.4802005454106,224.77655029296875,30474000,0.0,0
2022-10-12,224.7665628294253,227.21965630141167,223.33062237547864,225.11558532714844,21903900,0.0,0
2022-10-13,219.2321808975975,235.43651494664252,218.51420303322863,233.5817413330078,42551800,0.0,0
2022-10-14,234.8780745082495,236.57330931002247,227.69831112253,227.91769409179688,30198600,0.0,0
2022-10-17,235.15730178599676,238.28847709405372,234.47920482170156,236.86248779296875,28142300,0.0,0
2022-10-18,242.556442629174,243.24449078200982,234.7085488734521,237.8297576904297,26329600,0.0,0
2022-10-19,236.3738535173781,238.93663849881446,233.63158168315587,235.8154296875,19985700,0.0,0
2022-10-20,235.10743687592137,240.63186151947062,234.2099569513052,235.48635864257812,21811000,0.0,0
2022-10-21,234.08032525435812,242.31710703638663,233.84099423881756,241.4395751953125,26299700,0.0,0
2022-10-24,243.07497793354688,247.1435141060181,240.62189956902853,246.55517578125,24911200,0.0,0
2022-10-25,246.56512744954154,250.3345034160636,245.13915343761474,249.95558166503906,34775500,0.0,0
2022-10-26,230.52034954378038,237.6303172335911,229.41346832771077,230.66993713378906,82543200,0.0,0
2022-10-27,230.39071507836036,233.03327706758068,225.14550242707125,226.11277770996094,40424600,0.0,0
2022-10-28,225.60421125473152,235.93509752394849,225.41474277042659,235.20713806152344,40647700,0.0,0
2022-10-31,233.10307007565976,234.2598138354599,230.50040422406337,231.4776611328125,28357300,0.0,0
2022-11-01,233.94073161881778,235.0775273746614,226.6911575603201,227.52879333496094,30592300,0.0,0
2022-11-02,228.81517274403552,230.64999828044301,219.42163166214243,219.48147583007812,38407000,0.0,0
2022-11-03,219.47148791706906,219.7905959399654,213.3786579500525,213.6479034423828,36633900,0.0,0
2022-11-04,216.93863254697632,220.9672724306729,212.83020044168666,220.76783752441406,36789100,0.0,0
2022-11-07,221.36616397722162,227.768120516855,220.6581525408613,227.22962951660156,33498000,0.0,0
2022-11-08,228.05730146137128,230.99900829264706,225.20533805919308,228.22682189941406,28192500,0.0,0
2022-11-09,226.7310375024422,227.987506375022,223.6995872382589,223.8790740966797,27852900,0.0,0
2022-11-10,234.7683791456448,242.64618742121752,234.33959485019315,242.2971649169922,46268000,0.0,0
2022-11-11,242.30714099159349,247.29308970375996,241.25010708325152,246.41555786132812,34620200,0.0,0
2022-11-14,241.30995122390436,243.22455370326696,238.5377649575026,240.87118530273438,31123300,0.0,0
2022-11-15,244.96964121064886,246.30587184332504,239.35545796715368,241.29000854492188,31390100,0.0,0
2022-11-16,242.7899932861328,243.8000030517578,240.4199981689453,241.72999572753906,24093300,0.68,0
2022-11-17,237.77999877929688,243.25,237.6300048828125,241.67999267578125,23123500,0.0,0
2022-11-18,243.50999450683594,243.74000549316406,239.02999877929688,241.22000122070312,27613500,0.0,0
2022-11-21,241.42999267578125,244.6699981689453,241.19000244140625,242.0500030517578,26394700,0.0,0
2022-11-22,243.58999633789062,245.30999755859375,240.7100067138672,245.02999877929688,19665700,0.0,0
2022-11-23,245.11000061035156,248.27999877929688,244.27000427246094,247.5800018310547,19508500,0.0,0
2022-11-25,247.30999755859375,248.6999969482422,246.72999572753906,247.49000549316406,9200800,0.0,0
2022-11-28,246.0800018310547,246.64999389648438,240.8000030517578,241.75999450683594,24778200,0.0,0
2022-11-29,241.39999389648438,242.7899932861328,238.2100067138672,240.3300018310547,17956300,0.0,0
2022-11-30,240.57000732421875,255.3300018310547,239.86000061035156,255.13999938964844,47553800,0.0,0
2022-12-01,253.8699951171875,256.1199951171875,250.9199981689453,254.69000244140625,26041500,0.0,0
2022-12-02,249.82000732421875,256.05999755859375,249.69000244140625,255.02000427246094,21522800,0.0,0
2022-12-05,252.00999450683594,253.82000732421875,248.05999755859375,250.1999969482422,23435300,0.0,0
2022-12-06,250.82000732421875,251.86000061035156,243.77999877929688,245.1199951171875,22463700,0.0,0
2022-12-07,244.8300018310547,246.16000366210938,242.2100067138672,244.3699951171875,20472000,0.0,0
2022-12-08,244.83999633789062,247.75,243.07000732421875,246.9759979248047,8194728,0.0,0
